Advertising,Digital Marketing,Sales,Marketing Research,Agency Fees,Training and Development,Promotions and Sponsorships
2.00,51.00,91.00,40.00,49.00,15.00,244.00
-6.00,41.00,79.00,33.00,45.00,12.00,193.00
1.00,48.00,85.00,38.00,44.00,14.00,248.00
48.00,73.00,123.00,50.00,25.00,14.00,821.00
48.00,73.00,123.00,50.00,25.00,14.00,814.00
47.00,72.00,121.00,49.00,25.00,13.00,809.00
32.00,52.00,87.00,35.00,20.00,9.00,894.00
75.00,73.00,138.00,50.00,26.00,14.00,821.00
70.00,72.00,129.00,49.00,25.00,13.00,809.00
61.00,64.00,115.00,44.00,23.00,12.00,886.00
53.00,59.00,106.00,40.00,23.00,11.00,881.00
76.00,78.00,141.00,54.00,27.00,15.00,885.00
71.00,73.00,131.00,50.00,25.00,14.00,898.00
38.00,61.00,103.00,42.00,23.00,11.00,771.00
44.00,67.00,112.00,45.00,23.00,12.00,777.00
31.00,53.00,89.00,36.00,22.00,10.00,828.00
70.00,68.00,128.00,46.00,24.00,12.00,777.00
67.00,70.00,126.00,48.00,25.00,13.00,766.00
65.00,67.00,119.00,45.00,23.00,12.00,777.00
39.00,48.00,79.00,32.00,19.00,8.00,841.00
-11.00,53.00,90.00,37.00,64.00,34.00,261.00
-6.00,64.00,109.00,45.00,70.00,41.00,320.00
-8.00,62.00,106.00,44.00,70.00,40.00,325.00
-17.00,53.00,101.00,37.00,67.00,34.00,261.00
-12.00,61.00,111.00,43.00,69.00,39.00,256.00
-9.00,64.00,116.00,45.00,70.00,41.00,320.00
-41.00,19.00,139.00,120.00,60.00,37.00,1439.00
-26.00,23.00,109.00,86.00,49.00,26.00,1698.00
-9.00,40.00,122.00,82.00,49.00,25.00,1804.00
16.00,68.00,160.00,92.00,52.00,28.00,1898.00
-47.00,18.00,109.00,84.00,50.00,26.00,625.00
-65.00,11.00,123.00,104.00,55.00,32.00,1574.00
11.00,51.00,89.00,38.00,40.00,12.00,256.00
14.00,47.00,92.00,35.00,40.00,11.00,196.00
26.00,60.00,104.00,45.00,38.00,14.00,253.00
19.00,52.00,97.00,39.00,39.00,12.00,248.00
-9.00,36.00,65.00,29.00,45.00,11.00,169.00
-3.00,43.00,78.00,35.00,46.00,13.00,204.00
-16.00,25.00,45.00,20.00,41.00,7.00,218.00
-10.00,38.00,72.00,30.00,45.00,11.00,165.00
-16.00,31.00,60.00,25.00,42.00,9.00,209.00
-4.00,42.00,81.00,34.00,45.00,12.00,211.00
29.00,56.00,100.00,44.00,27.00,14.00,623.00
30.00,56.00,99.00,43.00,26.00,14.00,602.00
28.00,53.00,94.00,41.00,25.00,13.00,592.00
47.00,79.00,140.00,61.00,32.00,20.00,579.00
45.00,56.00,112.00,44.00,28.00,14.00,623.00
39.00,53.00,93.00,41.00,23.00,13.00,592.00
73.00,87.00,154.00,68.00,32.00,22.00,587.00
70.00,79.00,149.00,61.00,32.00,20.00,579.00
98.00,104.00,197.00,81.00,38.00,26.00,551.00
28.00,48.00,80.00,32.00,20.00,8.00,821.00
23.00,43.00,72.00,29.00,20.00,8.00,862.00
30.00,52.00,88.00,36.00,22.00,10.00,862.00
28.00,49.00,82.00,33.00,21.00,9.00,870.00
43.00,48.00,85.00,32.00,19.00,8.00,817.00
37.00,45.00,80.00,30.00,20.00,8.00,820.00
34.00,43.00,77.00,29.00,20.00,8.00,862.00
45.00,52.00,94.00,36.00,22.00,10.00,862.00
16.00,32.00,53.00,21.00,16.00,5.00,454.00
13.00,30.00,50.00,20.00,17.00,5.00,482.00
24.00,44.00,73.00,29.00,20.00,8.00,490.00
44.00,48.00,90.00,32.00,21.00,8.00,456.00
25.00,34.00,60.00,22.00,17.00,6.00,452.00
22.00,32.00,56.00,21.00,17.00,5.00,449.00
14.00,25.00,41.00,16.00,14.00,4.00,484.00
19.00,30.00,53.00,20.00,17.00,5.00,482.00
22.00,32.00,56.00,21.00,17.00,5.00,480.00
43.00,48.00,85.00,32.00,19.00,8.00,482.00
36.00,44.00,78.00,29.00,20.00,8.00,490.00
68.00,126.00,210.00,84.00,58.00,27.00,632.00
74.00,134.00,222.00,88.00,60.00,29.00,653.00
103.00,172.00,286.00,114.00,69.00,37.00,822.00
87.00,150.00,249.00,99.00,63.00,32.00,798.00
101.00,126.00,224.00,84.00,58.00,27.00,632.00
109.00,141.00,233.00,94.00,58.00,31.00,697.00
142.00,172.00,283.00,114.00,64.00,37.00,810.00
92.00,119.00,210.00,78.00,57.00,25.00,798.00
13.00,66.00,120.00,54.00,53.00,20.00,301.00
15.00,70.00,127.00,57.00,55.00,21.00,313.00
20.00,77.00,140.00,63.00,57.00,23.00,397.00
24.00,82.00,149.00,67.00,58.00,25.00,391.00
16.00,65.00,126.00,53.00,54.00,20.00,306.00
26.00,74.00,132.00,59.00,51.00,22.00,377.00
26.00,74.00,132.00,59.00,51.00,22.00,403.00
36.00,82.00,159.00,67.00,58.00,25.00,391.00
24.00,70.00,134.00,56.00,54.00,21.00,385.00
19.00,67.00,129.00,54.00,54.00,20.00,391.00
10.00,111.00,190.00,79.00,101.00,72.00,551.00
25.00,154.00,264.00,110.00,129.00,100.00,665.00
34.00,184.00,317.00,133.00,150.00,120.00,705.00
16.00,130.00,223.00,93.00,114.00,84.00,692.00
15.00,130.00,224.00,94.00,115.00,85.00,694.00
20.00,145.00,250.00,105.00,125.00,95.00,716.00
23.00,129.00,219.00,92.00,104.00,83.00,599.00
30.00,145.00,266.00,105.00,125.00,95.00,716.00
128.00,195.00,336.00,141.00,67.00,43.00,-942.00
82.00,134.00,230.00,96.00,52.00,29.00,-1555.00
104.00,120.00,220.00,86.00,50.00,26.00,300.00
145.00,155.00,285.00,112.00,57.00,34.00,-120.00
295.00,454.00,756.00,302.00,159.00,105.00,2250.00
77.00,79.00,142.00,54.00,27.00,15.00,601.00
-203.00,-60.00,61.00,121.00,143.00,110.00,901.00
-197.00,-53.00,68.00,121.00,144.00,110.00,2932.00
-301.00,-60.00,65.00,121.00,143.00,110.00,901.00
191.00,258.00,547.00,255.00,129.00,96.00,1622.00
303.00,331.00,614.00,245.00,127.00,93.00,1704.00
105.00,145.00,245.00,100.00,40.00,28.00,822.00
171.00,157.00,282.00,108.00,42.00,30.00,971.00
135.00,126.00,227.00,87.00,35.00,24.00,756.00
264.00,352.00,580.00,228.00,88.00,63.00,1402.00
182.00,280.00,546.00,266.00,98.00,74.00,1355.00
247.00,277.00,538.00,266.00,91.00,74.00,1319.00
20.00,55.00,93.00,38.00,35.00,12.00,241.00
25.00,60.00,101.00,41.00,35.00,13.00,236.00
29.00,64.00,107.00,43.00,35.00,13.00,231.00
33.00,72.00,121.00,49.00,39.00,15.00,241.00
35.00,74.00,125.00,51.00,39.00,16.00,265.00
41.00,82.00,138.00,56.00,41.00,17.00,302.00
49.00,90.00,151.00,61.00,41.00,19.00,329.00
48.00,90.00,151.00,61.00,42.00,19.00,322.00
33.00,71.00,120.00,49.00,38.00,15.00,315.00
33.00,71.00,120.00,49.00,38.00,15.00,310.00
30.00,67.00,113.00,46.00,37.00,14.00,316.00
37.00,75.00,127.00,52.00,38.00,16.00,327.00
31.00,55.00,104.00,38.00,37.00,12.00,241.00
37.00,60.00,108.00,41.00,35.00,13.00,236.00
43.00,64.00,114.00,43.00,35.00,13.00,231.00
49.00,72.00,129.00,49.00,39.00,15.00,241.00
48.00,74.00,124.00,51.00,36.00,16.00,265.00
57.00,82.00,137.00,56.00,38.00,17.00,302.00
68.00,90.00,150.00,61.00,38.00,19.00,329.00
66.00,90.00,150.00,61.00,39.00,19.00,322.00
49.00,71.00,128.00,49.00,38.00,15.00,315.00
49.00,71.00,128.00,49.00,38.00,15.00,310.00
45.00,67.00,120.00,46.00,37.00,14.00,316.00
55.00,75.00,135.00,52.00,38.00,16.00,327.00
25.00,72.00,120.00,48.00,47.00,15.00,372.00
23.00,69.00,114.00,45.00,46.00,14.00,366.00
26.00,72.00,119.00,47.00,46.00,15.00,361.00
27.00,75.00,125.00,50.00,48.00,16.00,372.00
31.00,80.00,132.00,52.00,49.00,17.00,397.00
42.00,94.00,156.00,62.00,52.00,20.00,436.00
43.00,96.00,160.00,64.00,53.00,21.00,467.00
44.00,96.00,160.00,64.00,52.00,21.00,460.00
34.00,84.00,139.00,55.00,50.00,18.00,453.00
24.00,69.00,114.00,45.00,45.00,14.00,447.00
20.00,66.00,109.00,43.00,46.00,14.00,452.00
28.00,74.00,122.00,48.00,46.00,15.00,462.00
39.00,72.00,134.00,48.00,49.00,15.00,372.00
34.00,69.00,121.00,45.00,46.00,14.00,366.00
39.00,72.00,127.00,47.00,46.00,15.00,361.00
40.00,75.00,133.00,50.00,48.00,16.00,372.00
43.00,80.00,131.00,52.00,46.00,17.00,397.00
58.00,94.00,155.00,62.00,48.00,20.00,436.00
59.00,96.00,159.00,64.00,49.00,21.00,467.00
61.00,96.00,159.00,64.00,48.00,21.00,460.00
50.00,84.00,148.00,55.00,50.00,18.00,453.00
36.00,69.00,121.00,45.00,45.00,14.00,447.00
30.00,66.00,116.00,43.00,46.00,14.00,452.00
42.00,74.00,130.00,48.00,46.00,15.00,462.00
11.00,26.00,43.00,17.00,15.00,4.00,777.00
32.00,43.00,43.00,0.00,11.00,0.00,774.00
32.00,43.00,43.00,0.00,11.00,0.00,731.00
32.00,43.00,43.00,0.00,11.00,0.00,688.00
32.00,43.00,43.00,0.00,11.00,0.00,645.00
32.00,43.00,43.00,0.00,11.00,0.00,602.00
31.00,43.00,43.00,0.00,12.00,0.00,559.00
31.00,43.00,43.00,0.00,12.00,0.00,516.00
31.00,43.00,43.00,0.00,12.00,0.00,473.00
32.00,43.00,43.00,0.00,11.00,0.00,430.00
32.00,43.00,43.00,0.00,11.00,0.00,387.00
32.00,43.00,43.00,0.00,11.00,0.00,344.00
17.00,26.00,48.00,17.00,16.00,4.00,777.00
47.00,43.00,46.00,0.00,11.00,0.00,774.00
47.00,43.00,46.00,0.00,11.00,0.00,731.00
47.00,43.00,46.00,0.00,11.00,0.00,688.00
44.00,43.00,43.00,0.00,10.00,0.00,645.00
44.00,43.00,43.00,0.00,10.00,0.00,602.00
43.00,43.00,43.00,0.00,11.00,0.00,559.00
43.00,43.00,43.00,0.00,11.00,0.00,516.00
46.00,43.00,46.00,0.00,12.00,0.00,473.00
47.00,43.00,46.00,0.00,11.00,0.00,430.00
47.00,43.00,46.00,0.00,11.00,0.00,387.00
47.00,43.00,46.00,0.00,11.00,0.00,344.00
-10.00,53.00,90.00,37.00,63.00,34.00,261.00
-7.00,61.00,104.00,43.00,68.00,39.00,256.00
-7.00,63.00,107.00,44.00,70.00,40.00,251.00
-6.00,63.00,107.00,44.00,69.00,40.00,261.00
-7.00,61.00,104.00,43.00,68.00,39.00,282.00
-4.00,73.00,125.00,52.00,77.00,47.00,313.00
-1.00,82.00,141.00,59.00,83.00,53.00,338.00
1.00,88.00,151.00,63.00,87.00,57.00,332.00
-7.00,62.00,106.00,44.00,69.00,40.00,325.00
-7.00,64.00,109.00,45.00,71.00,41.00,320.00
-8.00,62.00,106.00,44.00,70.00,40.00,325.00
-4.00,69.00,118.00,49.00,73.00,44.00,335.00
-16.00,53.00,101.00,37.00,66.00,34.00,261.00
-10.00,61.00,111.00,43.00,68.00,39.00,256.00
-10.00,63.00,114.00,44.00,70.00,40.00,251.00
-9.00,63.00,114.00,44.00,69.00,40.00,261.00
-10.00,61.00,103.00,43.00,63.00,39.00,282.00
-6.00,73.00,124.00,52.00,72.00,47.00,313.00
-1.00,82.00,140.00,59.00,77.00,53.00,338.00
1.00,88.00,150.00,63.00,81.00,57.00,332.00
-10.00,62.00,113.00,44.00,69.00,40.00,325.00
-10.00,64.00,116.00,45.00,71.00,41.00,320.00
-12.00,62.00,113.00,44.00,70.00,40.00,325.00
-6.00,69.00,126.00,49.00,73.00,44.00,335.00
-4.00,42.00,76.00,34.00,46.00,12.00,197.00
-4.00,41.00,74.00,33.00,45.00,12.00,193.00
-3.00,42.00,75.00,33.00,45.00,12.00,190.00
-3.00,44.00,79.00,35.00,47.00,13.00,197.00
-1.00,45.00,81.00,36.00,46.00,13.00,212.00
0.00,46.00,82.00,36.00,46.00,13.00,236.00
0.00,46.00,82.00,36.00,46.00,13.00,252.00
1.00,48.00,86.00,38.00,47.00,14.00,248.00
2.00,51.00,91.00,40.00,49.00,15.00,244.00
-3.00,43.00,77.00,34.00,46.00,12.00,240.00
-4.00,41.00,74.00,33.00,45.00,12.00,243.00
2.00,49.00,88.00,39.00,47.00,14.00,250.00
-6.00,42.00,85.00,34.00,48.00,12.00,197.00
-6.00,41.00,79.00,33.00,45.00,12.00,193.00
-4.00,42.00,80.00,33.00,45.00,12.00,190.00
-4.00,44.00,84.00,35.00,47.00,13.00,197.00
-1.00,45.00,80.00,36.00,43.00,13.00,212.00
0.00,46.00,81.00,36.00,43.00,13.00,236.00
0.00,46.00,81.00,36.00,43.00,13.00,252.00
1.00,48.00,85.00,38.00,44.00,14.00,248.00
3.00,51.00,97.00,40.00,49.00,15.00,244.00
-4.00,43.00,82.00,34.00,46.00,12.00,240.00
-6.00,41.00,79.00,33.00,45.00,12.00,243.00
3.00,49.00,94.00,39.00,47.00,14.00,250.00
10.00,27.00,45.00,18.00,17.00,5.00,821.00
11.00,27.00,45.00,18.00,16.00,5.00,818.00
11.00,27.00,45.00,18.00,16.00,5.00,816.00
12.00,28.00,47.00,19.00,16.00,5.00,820.00
12.00,29.00,49.00,20.00,17.00,5.00,829.00
17.00,35.00,58.00,23.00,18.00,6.00,843.00
17.00,36.00,61.00,25.00,19.00,7.00,854.00
20.00,38.00,63.00,25.00,18.00,7.00,851.00
12.00,29.00,48.00,19.00,17.00,5.00,848.00
14.00,31.00,52.00,21.00,17.00,5.00,846.00
8.00,24.00,39.00,15.00,16.00,4.00,848.00
10.00,25.00,41.00,16.00,15.00,4.00,851.00
16.00,27.00,50.00,18.00,18.00,5.00,821.00
16.00,27.00,48.00,18.00,16.00,5.00,818.00
16.00,27.00,48.00,18.00,16.00,5.00,816.00
18.00,28.00,50.00,19.00,16.00,5.00,820.00
17.00,29.00,49.00,20.00,16.00,5.00,829.00
23.00,35.00,57.00,23.00,17.00,6.00,843.00
23.00,36.00,60.00,25.00,18.00,7.00,854.00
28.00,38.00,62.00,25.00,17.00,7.00,851.00
18.00,29.00,51.00,19.00,17.00,5.00,848.00
21.00,31.00,55.00,21.00,17.00,5.00,846.00
12.00,24.00,42.00,15.00,16.00,4.00,848.00
15.00,25.00,44.00,16.00,15.00,4.00,851.00
-8.00,36.00,65.00,29.00,44.00,11.00,169.00
-6.00,38.00,68.00,30.00,44.00,11.00,165.00
-4.00,42.00,75.00,33.00,46.00,12.00,162.00
-9.00,36.00,65.00,29.00,45.00,11.00,169.00
-3.00,42.00,76.00,34.00,45.00,12.00,182.00
-3.00,43.00,78.00,35.00,46.00,13.00,204.00
0.00,49.00,89.00,40.00,49.00,15.00,219.00
-9.00,36.00,65.00,29.00,45.00,11.00,215.00
-12.00,30.00,54.00,24.00,42.00,9.00,212.00
-12.00,31.00,56.00,25.00,43.00,9.00,209.00
-3.00,42.00,76.00,34.00,45.00,12.00,211.00
-16.00,25.00,45.00,20.00,41.00,7.00,218.00
-12.00,36.00,73.00,29.00,46.00,11.00,169.00
-9.00,38.00,72.00,30.00,44.00,11.00,165.00
-6.00,42.00,80.00,33.00,46.00,12.00,162.00
-13.00,36.00,69.00,29.00,45.00,11.00,169.00
-4.00,42.00,75.00,34.00,42.00,12.00,182.00
-4.00,43.00,77.00,35.00,43.00,13.00,204.00
0.00,49.00,88.00,40.00,46.00,15.00,219.00
-12.00,36.00,64.00,29.00,42.00,11.00,215.00
-18.00,30.00,58.00,24.00,42.00,9.00,212.00
-18.00,31.00,60.00,25.00,43.00,9.00,209.00
-4.00,42.00,81.00,34.00,45.00,12.00,211.00
-24.00,25.00,48.00,20.00,41.00,7.00,218.00
350.00,374.00,664.00,249.00,138.00,87.00,2580.00
116.00,111.00,199.00,76.00,33.00,21.00,580.00
-208.00,-62.00,63.00,125.00,146.00,113.00,1118.00
111.00,238.00,483.00,245.00,127.00,93.00,1419.00
263.00,398.00,669.00,271.00,135.00,102.00,1727.00
309.00,453.00,747.00,294.00,144.00,111.00,1727.00
-120.00,-33.00,180.00,213.00,87.00,66.00,1214.00
-181.00,-37.00,196.00,235.00,87.00,72.00,2169.00
157.00,139.00,262.00,95.00,40.00,26.00,821.00
20.00,66.00,134.00,54.00,56.00,20.00,312.00
34.00,82.00,159.00,67.00,59.00,25.00,391.00
24.00,154.00,264.00,110.00,130.00,100.00,665.00
35.00,184.00,317.00,133.00,149.00,120.00,705.00
25.00,132.00,242.00,95.00,115.00,86.00,554.00
44.00,173.00,294.00,124.00,131.00,112.00,717.00
24.00,130.00,239.00,94.00,114.00,85.00,694.00
47.00,92.00,170.00,78.00,45.00,24.00,995.00
56.00,103.00,189.00,86.00,47.00,26.00,1081.00
48.00,94.00,174.00,80.00,46.00,24.00,1055.00
58.00,82.00,161.00,69.00,43.00,21.00,965.00
65.00,92.00,168.00,78.00,42.00,24.00,995.00
21.00,43.00,76.00,33.00,22.00,10.00,577.00
19.00,32.00,60.00,24.00,19.00,7.00,567.00
62.00,82.00,129.00,48.00,34.00,14.00,351.00
47.00,72.00,121.00,49.00,25.00,13.00,779.00
50.00,75.00,126.00,51.00,25.00,14.00,857.00
44.00,48.00,91.00,33.00,21.00,9.00,777.00
47.00,89.00,150.00,61.00,42.00,19.00,390.00
73.00,89.00,168.00,61.00,44.00,19.00,390.00
56.00,77.00,137.00,52.00,39.00,16.00,376.00
46.00,67.00,120.00,46.00,36.00,14.00,454.00
-6.00,66.00,113.00,47.00,72.00,42.00,622.00
1.00,87.00,160.00,63.00,86.00,57.00,521.00
3.00,90.00,153.00,64.00,82.00,58.00,551.00
20.00,63.00,110.00,47.00,43.00,15.00,420.00
28.00,72.00,125.00,53.00,44.00,17.00,410.00
47.00,77.00,143.00,57.00,45.00,18.00,323.00
39.00,71.00,131.00,52.00,45.00,17.00,405.00
42.00,83.00,140.00,57.00,41.00,18.00,364.00
19.00,55.00,93.00,38.00,36.00,12.00,414.00
32.00,68.00,114.00,46.00,36.00,14.00,424.00
24.00,60.00,101.00,41.00,36.00,13.00,435.00
65.00,83.00,157.00,57.00,43.00,18.00,364.00
43.00,64.00,114.00,43.00,35.00,13.00,424.00
0.00,87.00,150.00,63.00,87.00,57.00,435.00
-3.00,75.00,129.00,54.00,78.00,49.00,427.00
-11.00,52.00,89.00,37.00,63.00,33.00,513.00
-4.00,74.00,134.00,52.00,77.00,47.00,509.00
-4.00,73.00,133.00,52.00,76.00,47.00,509.00
99.00,171.00,341.00,170.00,72.00,47.00,1091.00
140.00,163.00,346.00,162.00,69.00,45.00,1059.00
16.00,72.00,130.00,58.00,56.00,22.00,338.00
18.00,73.00,132.00,59.00,55.00,22.00,331.00
12.00,66.00,120.00,54.00,54.00,20.00,404.00
15.00,64.00,114.00,51.00,49.00,19.00,419.00
9.00,26.00,44.00,18.00,17.00,5.00,478.00
17.00,29.00,49.00,20.00,16.00,5.00,464.00
37.00,44.00,78.00,29.00,19.00,8.00,490.00
26.00,45.00,75.00,30.00,19.00,8.00,820.00
16.00,34.00,57.00,23.00,18.00,6.00,868.00
30.00,52.00,88.00,36.00,22.00,10.00,862.00
45.00,48.00,90.00,32.00,20.00,8.00,821.00
34.00,43.00,77.00,29.00,20.00,8.00,862.00
62.00,120.00,200.00,80.00,58.00,26.00,640.00
92.00,120.00,213.00,80.00,58.00,26.00,640.00
142.00,172.00,283.00,114.00,64.00,37.00,810.00
129.00,150.00,265.00,99.00,63.00,32.00,798.00
92.00,119.00,210.00,78.00,57.00,25.00,798.00
76.00,127.00,218.00,91.00,51.00,28.00,656.00
547.00,595.00,649.00,54.00,48.00,17.00,-1006.00
777.00,612.00,658.00,52.00,46.00,17.00,-2033.00
13.00,30.00,50.00,20.00,17.00,5.00,482.00
19.00,30.00,53.00,20.00,17.00,5.00,482.00
-12.00,65.00,117.00,52.00,77.00,47.00,458.00
-36.00,63.00,141.00,63.00,90.00,57.00,435.00
15.00,69.00,124.00,55.00,54.00,20.00,410.00
29.00,49.00,82.00,33.00,20.00,9.00,870.00
34.00,43.00,77.00,29.00,20.00,8.00,862.00
81.00,146.00,291.00,145.00,65.00,40.00,1304.00
156.00,171.00,382.00,170.00,75.00,47.00,1091.00
160.00,182.00,387.00,181.00,74.00,50.00,1283.00
222.00,270.00,461.00,195.00,101.00,64.00,956.00
122.00,185.00,312.00,127.00,63.00,40.00,671.00
220.00,336.00,589.00,253.00,116.00,83.00,1686.00
197.00,179.00,322.00,123.00,46.00,34.00,959.00
106.00,145.00,245.00,100.00,39.00,28.00,822.00
137.00,136.00,228.00,94.00,34.00,26.00,562.00
30.00,79.00,131.00,52.00,49.00,17.00,662.00
-56.00,3.00,116.00,113.00,59.00,36.00,2758.00
71.00,102.00,181.00,68.00,54.00,22.00,559.00
153.00,152.00,254.00,104.00,38.00,29.00,871.00
192.00,185.00,309.00,127.00,43.00,35.00,1007.00
94.00,130.00,219.00,89.00,36.00,24.00,777.00
155.00,152.00,254.00,104.00,37.00,29.00,952.00
53.00,79.00,133.00,54.00,26.00,15.00,601.00
211.00,229.00,487.00,228.00,87.00,63.00,1436.00
-40.00,28.00,141.00,104.00,55.00,33.00,685.00
313.00,474.00,790.00,316.00,161.00,110.00,2580.00
247.00,390.00,650.00,260.00,143.00,91.00,2548.00
-137.00,-30.00,166.00,196.00,107.00,64.00,3139.00
-188.00,-27.00,156.00,173.00,100.00,57.00,3909.00
230.00,349.00,612.00,263.00,119.00,86.00,1433.00
105.00,145.00,245.00,100.00,40.00,28.00,981.00
89.00,124.00,210.00,86.00,35.00,24.00,1003.00
106.00,144.00,243.00,99.00,38.00,27.00,766.00
117.00,111.00,199.00,76.00,32.00,21.00,580.00
161.00,270.00,465.00,195.00,109.00,64.00,956.00
232.00,265.00,486.00,191.00,109.00,63.00,865.00
191.00,225.00,412.00,162.00,96.00,53.00,1148.00
102.00,158.00,267.00,109.00,56.00,34.00,585.00
135.00,204.00,345.00,141.00,69.00,45.00,764.00
150.00,222.00,376.00,154.00,72.00,49.00,817.00
122.00,185.00,312.00,127.00,63.00,40.00,830.00
262.00,392.00,687.00,295.00,130.00,97.00,1714.00
357.00,387.00,672.00,291.00,119.00,96.00,1742.00
291.00,304.00,567.00,228.00,108.00,75.00,1691.00
140.00,228.00,456.00,228.00,88.00,63.00,1459.00
165.00,261.00,521.00,260.00,96.00,72.00,1559.00
157.00,251.00,501.00,250.00,94.00,70.00,1820.00
211.00,229.00,487.00,228.00,87.00,63.00,1436.00
220.00,239.00,509.00,239.00,91.00,66.00,1417.00
121.00,163.00,276.00,113.00,42.00,31.00,897.00
132.00,178.00,301.00,123.00,46.00,34.00,941.00
156.00,144.00,259.00,99.00,39.00,27.00,766.00
167.00,163.00,274.00,113.00,39.00,31.00,897.00
68.00,107.00,190.00,83.00,39.00,27.00,623.00
70.00,109.00,193.00,84.00,39.00,27.00,603.00
67.00,107.00,190.00,83.00,40.00,27.00,574.00
43.00,74.00,132.00,58.00,31.00,19.00,548.00
27.00,51.00,90.00,39.00,24.00,12.00,541.00
104.00,109.00,206.00,84.00,39.00,27.00,603.00
84.00,117.00,198.00,81.00,33.00,22.00,984.00
88.00,124.00,210.00,86.00,36.00,24.00,1003.00
184.00,178.00,298.00,123.00,42.00,34.00,947.00
125.00,118.00,212.00,81.00,34.00,22.00,588.00
79.00,79.00,142.00,54.00,26.00,15.00,601.00
59.00,114.00,189.00,75.00,55.00,24.00,549.00
49.00,102.00,170.00,68.00,53.00,22.00,559.00
59.00,114.00,189.00,75.00,55.00,24.00,659.00
47.00,101.00,168.00,67.00,54.00,22.00,677.00
61.00,96.00,159.00,64.00,48.00,21.00,593.00
59.00,90.00,160.00,60.00,50.00,19.00,656.00
276.00,428.00,712.00,284.00,152.00,99.00,2108.00
135.00,136.00,228.00,94.00,35.00,26.00,608.00
247.00,378.00,638.00,260.00,131.00,98.00,1558.00
204.00,331.00,576.00,245.00,127.00,93.00,1704.00
459.00,453.00,796.00,294.00,144.00,111.00,1727.00
-252.00,-75.00,175.00,239.00,95.00,74.00,4360.00
100.00,137.00,232.00,95.00,37.00,26.00,809.00
144.00,191.00,323.00,132.00,47.00,36.00,994.00
95.00,132.00,223.00,91.00,37.00,25.00,777.00
156.00,144.00,259.00,99.00,39.00,27.00,766.00
175.00,262.00,490.00,228.00,87.00,63.00,1459.00
318.00,415.00,675.00,260.00,97.00,72.00,1405.00
251.00,280.00,541.00,266.00,91.00,74.00,1355.00
39.00,105.00,190.00,85.00,66.00,32.00,494.00
31.00,93.00,169.00,76.00,62.00,28.00,613.00
68.00,90.00,176.00,75.00,44.00,23.00,956.00
52.00,77.00,151.00,65.00,42.00,20.00,1053.00
53.00,76.00,148.00,63.00,40.00,19.00,1075.00
2.00,49.00,88.00,39.00,47.00,14.00,250.00
-6.00,42.00,80.00,33.00,46.00,12.00,190.00
41.00,65.00,109.00,44.00,24.00,12.00,844.00
57.00,65.00,108.00,44.00,22.00,12.00,844.00
40.00,49.00,82.00,34.00,19.00,9.00,890.00
56.00,61.00,110.00,42.00,23.00,11.00,771.00
43.00,53.00,88.00,36.00,20.00,10.00,828.00
40.00,48.00,86.00,33.00,21.00,9.00,836.00
-8.00,61.00,104.00,43.00,69.00,39.00,256.00
-7.00,62.00,106.00,44.00,69.00,40.00,325.00
-1.00,82.00,140.00,59.00,77.00,53.00,338.00
3.00,88.00,150.00,63.00,80.00,57.00,332.00
-32.00,18.00,106.00,88.00,50.00,27.00,715.00
-33.00,25.00,141.00,116.00,58.00,35.00,1142.00
-18.00,40.00,142.00,93.00,52.00,28.00,840.00
-21.00,38.00,135.00,98.00,49.00,30.00,973.00
11.00,51.00,88.00,37.00,40.00,12.00,195.00
14.00,55.00,96.00,41.00,41.00,13.00,239.00
17.00,59.00,103.00,44.00,42.00,14.00,258.00
13.00,53.00,92.00,39.00,40.00,12.00,244.00
13.00,47.00,87.00,35.00,38.00,11.00,248.00
-3.00,42.00,76.00,34.00,45.00,12.00,211.00
18.00,35.00,58.00,23.00,17.00,6.00,843.00
19.00,38.00,63.00,25.00,19.00,7.00,851.00
10.00,25.00,41.00,16.00,15.00,4.00,851.00
5.00,34.00,62.00,28.00,29.00,8.00,965.00
6.00,35.00,63.00,28.00,29.00,8.00,958.00
8.00,34.00,69.00,28.00,30.00,8.00,965.00
9.00,35.00,67.00,28.00,29.00,8.00,961.00
11.00,38.00,69.00,32.00,28.00,9.00,996.00
12.00,38.00,74.00,31.00,30.00,9.00,1009.00
1.00,18.00,32.00,14.00,17.00,4.00,602.00
-2.00,13.00,23.00,10.00,15.00,3.00,598.00
-3.00,13.00,23.00,10.00,16.00,3.00,596.00
18.00,31.00,58.00,23.00,19.00,7.00,620.00
13.00,28.00,52.00,21.00,19.00,6.00,614.00
1.00,18.00,32.00,14.00,16.00,4.00,602.00
-3.00,13.00,25.00,10.00,15.00,3.00,598.00
13.00,29.00,49.00,20.00,16.00,5.00,808.00
27.00,35.00,62.00,23.00,17.00,6.00,800.00
31.00,43.00,43.00,0.00,12.00,0.00,559.00
32.00,43.00,43.00,0.00,11.00,0.00,344.00
202.00,312.00,546.00,234.00,110.00,77.00,1310.00
212.00,324.00,567.00,243.00,112.00,80.00,1260.00
241.00,362.00,634.00,272.00,121.00,89.00,1616.00
216.00,329.00,576.00,247.00,113.00,81.00,1744.00
315.00,312.00,611.00,234.00,116.00,77.00,1310.00
356.00,387.00,672.00,291.00,120.00,96.00,1742.00
291.00,304.00,567.00,228.00,108.00,75.00,1691.00
114.00,176.00,298.00,122.00,62.00,39.00,789.00
