Advertising,Digital Marketing,Sales,Marketing Research,Agency Fees,Training and Development,Promotions and Sponsorships
37,60,108,41,35,13,435
67,116,200,84,49,26,500
74,125,214,89,51,27,481
102,161,277,116,59,35,678
81,134,230,96,53,29,666
104,116,224,84,51,26,500
139,159,271,114,54,35,555
178,195,333,141,61,43,692
113,127,232,91,51,28,656
33,80,140,60,47,19,329
27,71,123,52,44,17,361
28,72,125,53,44,17,410
49,80,149,60,47,19,329
33,68,117,50,41,16,397
40,71,131,52,44,17,405
49,79,147,59,46,19,411
83,149,298,149,66,41,1156
83,149,298,149,66,41,1245
81,146,291,145,65,40,1304
87,155,310,155,68,43,1280
115,149,295,149,61,41,1156
112,146,288,145,60,40,1292
33,55,92,37,22,10,768
17,36,61,25,19,7,823
19,36,60,24,17,6,829
30,41,68,28,18,7,816
28,38,67,25,19,7,823
30,56,100,44,26,14,618
53,87,155,68,34,22,587
66,104,185,81,38,26,551
47,60,113,46,28,15,608
41,56,98,43,24,14,602
73,87,154,68,32,22,587
70,79,149,61,32,20,579
108,115,218,90,42,29,572
104,112,213,88,42,29,561
17,34,56,22,17,6,452
9,26,44,18,17,5,486
13,30,50,20,17,5,482
16,32,53,21,16,5,480
28,48,80,32,20,8,482
44,48,90,32,21,8,456
24,32,56,21,16,5,449
22,32,56,21,17,5,454
12,25,41,16,15,4,484
19,30,53,20,17,5,482
37,44,78,29,19,8,490
73,134,222,88,61,29,653
87,150,249,99,63,32,798
144,172,283,114,63,37,822
144,172,283,114,63,37,810
15,71,129,58,56,22,325
13,67,121,54,54,20,337
11,65,118,53,54,20,361
16,69,124,55,53,20,410
27,73,141,59,55,22,331
15,65,117,53,50,20,361
12,60,108,49,47,18,414
262,407,678,271,145,94,2101
243,252,496,213,88,66,942
253,277,507,235,87,72,1060
129,212,423,211,83,59,1778
67,126,210,84,59,27,632
93,120,213,80,57,26,640
98,155,267,112,57,34,502
76,127,218,91,51,28,656
141,161,275,116,55,35,678
28,47,78,31,19,8,856
51,103,180,77,52,25,557
21,43,76,33,22,10,577
11,30,52,22,19,7,570
19,67,129,54,54,20,391
50,96,176,80,46,24,1079
65,89,175,75,45,23,1063
47,52,93,35,20,9,875
52,56,100,38,21,10,871
-139,-67,87,154,72,49,2105
-113,-13,117,123,63,39,964
465,474,842,316,161,110,2580
56,110,182,72,54,23,650
45,225,387,162,180,147,943
27,173,298,125,146,113,898
240,362,634,272,122,89,1616
357,387,672,291,119,96,1742
101,139,234,95,38,26,799
156,145,261,100,40,28,981
186,281,520,239,95,74,1246
69,109,193,84,40,27,603
92,100,190,78,38,25,593
112,152,256,104,40,29,952
134,179,302,123,45,34,915
146,130,245,89,38,24,777
123,124,208,86,33,24,499
149,239,478,239,90,66,1755
15,31,52,21,16,5,846
8,24,39,15,16,4,848
17,27,50,18,17,5,821
15,25,44,16,15,4,851
8,38,70,32,30,9,996
15,49,90,41,34,12,1007
5,35,64,29,30,8,1003
8,38,69,31,30,9,1009
12,31,54,23,19,7,617
3,20,35,15,17,4,600
11,26,43,17,15,4,777
10,26,43,17,16,4,776
17,26,48,17,16,4,777
21,32,53,21,16,5,798
25,35,57,23,16,6,806
10,26,43,17,16,4,777
32,43,43,0,11,0,731
43,43,43,0,11,0,645
43,43,43,0,11,0,602
43,43,43,0,11,0,559
43,43,43,0,11,0,516
46,43,46,0,12,0,430
47,43,46,0,11,0,344
201,311,545,234,110,77,1282
220,335,587,252,115,83,1316
231,349,612,263,118,86,1433
298,311,581,234,110,77,1282
315,324,604,243,112,80,1260
326,335,626,252,115,83,1316
333,362,628,272,113,89,1616
86,139,234,95,53,30,608
95,150,254,104,55,33,596
115,176,298,122,61,39,801
168,185,309,127,59,40,671
207,222,373,154,67,49,833
141,229,457,228,88,63,1436
149,239,478,239,90,66,1755
226,261,516,260,90,72,1715
230,266,527,266,92,74,1819
230,249,531,249,94,69,1775
191,212,451,211,83,59,1778
190,324,589,265,134,100,1538
197,332,603,271,135,102,1714
183,312,567,255,129,96,1756
260,301,582,245,126,93,1369
276,318,616,260,132,98,1423
321,360,697,294,144,111,1838
42,74,137,55,46,18,336
-3,73,125,52,76,47,509
-12,56,94,39,60,36,517
93,163,325,162,70,45,1091
92,161,322,161,69,45,1267
6,57,102,45,51,17,409
9,25,41,16,16,4,484
45,48,90,32,20,8,456
23,42,71,29,19,8,835
68,126,210,84,58,27,651
104,116,224,84,51,26,500
145,164,279,118,55,36,636
39,104,189,85,65,32,476
35,98,178,80,63,30,494
33,96,173,77,63,29,529
31,93,169,76,62,28,580
38,102,184,82,64,31,601
26,85,153,68,59,25,619
62,107,206,86,65,32,484
52,98,190,80,63,30,494
46,96,171,77,59,29,529
43,93,167,76,58,28,580
37,83,160,67,58,25,599
52,98,189,79,63,30,593
56,102,196,82,64,31,601
39,85,163,68,59,25,619
47,92,170,78,45,24,965
45,89,163,74,44,22,949
70,91,178,76,44,23,965
-4,41,74,33,45,12,193
-4,42,75,33,46,12,190
-2,44,79,35,46,13,197
-2,45,81,36,47,13,212
0,46,82,36,46,13,236
2,51,91,40,49,15,244
-6,41,79,33,45,12,193
1,48,85,38,44,14,248
48,73,123,50,25,14,821
48,73,123,50,25,14,814
47,72,121,49,25,13,809
32,52,87,35,20,9,894
75,73,138,50,26,14,821
70,72,129,49,25,13,809
61,64,115,44,23,12,886
53,59,106,40,23,11,881
76,78,141,54,27,15,885
71,73,131,50,25,14,898
38,61,103,42,23,11,771
44,67,112,45,23,12,777
31,53,89,36,22,10,828
70,68,128,46,24,12,777
67,70,126,48,25,13,766
65,67,119,45,23,12,777
39,48,79,32,19,8,841
-11,53,90,37,64,34,261
-6,64,109,45,70,41,320
-8,62,106,44,70,40,325
-17,53,101,37,67,34,261
-12,61,111,43,69,39,256
-9,64,116,45,70,41,320
-41,19,139,120,60,37,1439
-26,23,109,86,49,26,1698
-9,40,122,82,49,25,1804
16,68,160,92,52,28,1898
-47,18,109,84,50,26,625
-65,11,123,104,55,32,1574
11,51,89,38,40,12,256
14,47,92,35,40,11,196
26,60,104,45,38,14,253
19,52,97,39,39,12,248
-9,36,65,29,45,11,169
-3,43,78,35,46,13,204
-16,25,45,20,41,7,218
-10,38,72,30,45,11,165
-16,31,60,25,42,9,209
-4,42,81,34,45,12,211
29,56,100,44,27,14,623
30,56,99,43,26,14,602
28,53,94,41,25,13,592
47,79,140,61,32,20,579
45,56,112,44,28,14,623
39,53,93,41,23,13,592
73,87,154,68,32,22,587
70,79,149,61,32,20,579
98,104,197,81,38,26,551
28,48,80,32,20,8,821
23,43,72,29,20,8,862
30,52,88,36,22,10,862
28,49,82,33,21,9,870
43,48,85,32,19,8,817
37,45,80,30,20,8,820
34,43,77,29,20,8,862
45,52,94,36,22,10,862
16,32,53,21,16,5,454
13,30,50,20,17,5,482
24,44,73,29,20,8,490
44,48,90,32,21,8,456
25,34,60,22,17,6,452
22,32,56,21,17,5,449
14,25,41,16,14,4,484
19,30,53,20,17,5,482
22,32,56,21,17,5,480
43,48,85,32,19,8,482
36,44,78,29,20,8,490
68,126,210,84,58,27,632
74,134,222,88,60,29,653
103,172,286,114,69,37,822
87,150,249,99,63,32,798
101,126,224,84,58,27,632
109,141,233,94,58,31,697
142,172,283,114,64,37,810
92,119,210,78,57,25,798
13,66,120,54,53,20,301
15,70,127,57,55,21,313
20,77,140,63,57,23,397
24,82,149,67,58,25,391
16,65,126,53,54,20,306
26,74,132,59,51,22,377
26,74,132,59,51,22,403
36,82,159,67,58,25,391
24,70,134,56,54,21,385
19,67,129,54,54,20,391
10,111,190,79,101,72,551
25,154,264,110,129,100,665
34,184,317,133,150,120,705
16,130,223,93,114,84,692
15,130,224,94,115,85,694
20,145,250,105,125,95,716
23,129,219,92,104,83,599
30,145,266,105,125,95,716
128,195,336,141,67,43,-942
82,134,230,96,52,29,-1555
104,120,220,86,50,26,300
145,155,285,112,57,34,-120
295,454,756,302,159,105,2250
77,79,142,54,27,15,601
-203,-60,61,121,143,110,901
-197,-53,68,121,144,110,2932
-301,-60,65,121,143,110,901
191,258,547,255,129,96,1622
303,331,614,245,127,93,1704
105,145,245,100,40,28,822
171,157,282,108,42,30,971
135,126,227,87,35,24,756
264,352,580,228,88,63,1402
182,280,546,266,98,74,1355
247,277,538,266,91,74,1319
20,55,93,38,35,12,241
25,60,101,41,35,13,236
29,64,107,43,35,13,231
33,72,121,49,39,15,241
35,74,125,51,39,16,265
41,82,138,56,41,17,302
49,90,151,61,41,19,329
48,90,151,61,42,19,322
33,71,120,49,38,15,315
33,71,120,49,38,15,310
30,67,113,46,37,14,316
37,75,127,52,38,16,327
31,55,104,38,37,12,241
37,60,108,41,35,13,236
43,64,114,43,35,13,231
49,72,129,49,39,15,241
48,74,124,51,36,16,265
57,82,137,56,38,17,302
68,90,150,61,38,19,329
66,90,150,61,39,19,322
49,71,128,49,38,15,315
49,71,128,49,38,15,310
45,67,120,46,37,14,316
55,75,135,52,38,16,327
25,72,120,48,47,15,372
23,69,114,45,46,14,366
26,72,119,47,46,15,361
27,75,125,50,48,16,372
31,80,132,52,49,17,397
42,94,156,62,52,20,436
43,96,160,64,53,21,467
44,96,160,64,52,21,460
34,84,139,55,50,18,453
24,69,114,45,45,14,447
20,66,109,43,46,14,452
28,74,122,48,46,15,462
39,72,134,48,49,15,372
34,69,121,45,46,14,366
39,72,127,47,46,15,361
40,75,133,50,48,16,372
43,80,131,52,46,17,397
58,94,155,62,48,20,436
59,96,159,64,49,21,467
61,96,159,64,48,21,460
50,84,148,55,50,18,453
36,69,121,45,45,14,447
30,66,116,43,46,14,452
42,74,130,48,46,15,462
11,26,43,17,15,4,777
32,43,43,0,11,0,774
32,43,43,0,11,0,731
32,43,43,0,11,0,688
32,43,43,0,11,0,645
32,43,43,0,11,0,602
31,43,43,0,12,0,559
31,43,43,0,12,0,516
31,43,43,0,12,0,473
32,43,43,0,11,0,430
32,43,43,0,11,0,387
32,43,43,0,11,0,344
17,26,48,17,16,4,777
47,43,46,0,11,0,774
47,43,46,0,11,0,731
47,43,46,0,11,0,688
44,43,43,0,10,0,645
44,43,43,0,10,0,602
43,43,43,0,11,0,559
43,43,43,0,11,0,516
46,43,46,0,12,0,473
47,43,46,0,11,0,430
47,43,46,0,11,0,387
47,43,46,0,11,0,344
-10,53,90,37,63,34,261
-7,61,104,43,68,39,256
-7,63,107,44,70,40,251
-6,63,107,44,69,40,261
-7,61,104,43,68,39,282
-4,73,125,52,77,47,313
-1,82,141,59,83,53,338
1,88,151,63,87,57,332
-7,62,106,44,69,40,325
-7,64,109,45,71,41,320
-8,62,106,44,70,40,325
-4,69,118,49,73,44,335
-16,53,101,37,66,34,261
-10,61,111,43,68,39,256
-10,63,114,44,70,40,251
-9,63,114,44,69,40,261
-10,61,103,43,63,39,282
-6,73,124,52,72,47,313
-1,82,140,59,77,53,338
1,88,150,63,81,57,332
-10,62,113,44,69,40,325
-10,64,116,45,71,41,320
-12,62,113,44,70,40,325
-6,69,126,49,73,44,335
-4,42,76,34,46,12,197
-4,41,74,33,45,12,193
-3,42,75,33,45,12,190
-3,44,79,35,47,13,197
-1,45,81,36,46,13,212
0,46,82,36,46,13,236
0,46,82,36,46,13,252
1,48,86,38,47,14,248
2,51,91,40,49,15,244
-3,43,77,34,46,12,240
-4,41,74,33,45,12,243
2,49,88,39,47,14,250
-6,42,85,34,48,12,197
-6,41,79,33,45,12,193
-4,42,80,33,45,12,190
-4,44,84,35,47,13,197
-1,45,80,36,43,13,212
0,46,81,36,43,13,236
0,46,81,36,43,13,252
1,48,85,38,44,14,248
3,51,97,40,49,15,244
-4,43,82,34,46,12,240
-6,41,79,33,45,12,243
3,49,94,39,47,14,250
10,27,45,18,17,5,821
11,27,45,18,16,5,818
11,27,45,18,16,5,816
12,28,47,19,16,5,820
12,29,49,20,17,5,829
17,35,58,23,18,6,843
17,36,61,25,19,7,854
20,38,63,25,18,7,851
12,29,48,19,17,5,848
14,31,52,21,17,5,846
8,24,39,15,16,4,848
10,25,41,16,15,4,851
16,27,50,18,18,5,821
16,27,48,18,16,5,818
16,27,48,18,16,5,816
18,28,50,19,16,5,820
17,29,49,20,16,5,829
23,35,57,23,17,6,843
23,36,60,25,18,7,854
28,38,62,25,17,7,851
18,29,51,19,17,5,848
21,31,55,21,17,5,846
12,24,42,15,16,4,848
15,25,44,16,15,4,851
-8,36,65,29,44,11,169
-6,38,68,30,44,11,165
-4,42,75,33,46,12,162
-9,36,65,29,45,11,169
-3,42,76,34,45,12,182
-3,43,78,35,46,13,204
0,49,89,40,49,15,219
-9,36,65,29,45,11,215
-12,30,54,24,42,9,212
-12,31,56,25,43,9,209
-3,42,76,34,45,12,211
-16,25,45,20,41,7,218
-12,36,73,29,46,11,169
-9,38,72,30,44,11,165
-6,42,80,33,46,12,162
-13,36,69,29,45,11,169
-4,42,75,34,42,12,182
-4,43,77,35,43,13,204
0,49,88,40,46,15,219
-12,36,64,29,42,11,215
-18,30,58,24,42,9,212
-18,31,60,25,43,9,209
-4,42,81,34,45,12,211
-24,25,48,20,41,7,218
350,374,664,249,138,87,2580
116,111,199,76,33,21,580
-208,-62,63,125,146,113,1118
111,238,483,245,127,93,1419
263,398,669,271,135,102,1727
309,453,747,294,144,111,1727
-120,-33,180,213,87,66,1214
-181,-37,196,235,87,72,2169
157,139,262,95,40,26,821
20,66,134,54,56,20,312
34,82,159,67,59,25,391
24,154,264,110,130,100,665
35,184,317,133,149,120,705
25,132,242,95,115,86,554
44,173,294,124,131,112,717
24,130,239,94,114,85,694
47,92,170,78,45,24,995
56,103,189,86,47,26,1081
48,94,174,80,46,24,1055
58,82,161,69,43,21,965
65,92,168,78,42,24,995
21,43,76,33,22,10,577
19,32,60,24,19,7,567
62,82,129,48,34,14,351
47,72,121,49,25,13,779
50,75,126,51,25,14,857
44,48,91,33,21,9,777
47,89,150,61,42,19,390
73,89,168,61,44,19,390
56,77,137,52,39,16,376
46,67,120,46,36,14,454
-6,66,113,47,72,42,622
1,87,160,63,86,57,521
3,90,153,64,82,58,551
20,63,110,47,43,15,420
28,72,125,53,44,17,410
47,77,143,57,45,18,323
39,71,131,52,45,17,405
42,83,140,57,41,18,364
19,55,93,38,36,12,414
32,68,114,46,36,14,424
24,60,101,41,36,13,435
65,83,157,57,43,18,364
43,64,114,43,35,13,424
0,87,150,63,87,57,435
-3,75,129,54,78,49,427
-11,52,89,37,63,33,513
-4,74,134,52,77,47,509
-4,73,133,52,76,47,509
99,171,341,170,72,47,1091
140,163,346,162,69,45,1059
16,72,130,58,56,22,338
18,73,132,59,55,22,331
12,66,120,54,54,20,404
15,64,114,51,49,19,419
9,26,44,18,17,5,478
17,29,49,20,16,5,464
37,44,78,29,19,8,490
26,45,75,30,19,8,820
16,34,57,23,18,6,868
30,52,88,36,22,10,862
45,48,90,32,20,8,821
34,43,77,29,20,8,862
62,120,200,80,58,26,640
92,120,213,80,58,26,640
142,172,283,114,64,37,810
129,150,265,99,63,32,798
92,119,210,78,57,25,798
76,127,218,91,51,28,656
547,595,649,54,48,17,-1006
777,612,658,52,46,17,-2033
13,30,50,20,17,5,482
19,30,53,20,17,5,482
-12,65,117,52,77,47,458
-36,63,141,63,90,57,435
15,69,124,55,54,20,410
29,49,82,33,20,9,870
34,43,77,29,20,8,862
81,146,291,145,65,40,1304
156,171,382,170,75,47,1091
160,182,387,181,74,50,1283
222,270,461,195,101,64,956
122,185,312,127,63,40,671
220,336,589,253,116,83,1686
197,179,322,123,46,34,959
106,145,245,100,39,28,822
137,136,228,94,34,26,562
30,79,131,52,49,17,662
-56,3,116,113,59,36,2758
71,102,181,68,54,22,559
153,152,254,104,38,29,871
192,185,309,127,43,35,1007
94,130,219,89,36,24,777
155,152,254,104,37,29,952
53,79,133,54,26,15,601
211,229,487,228,87,63,1436
-40,28,141,104,55,33,685
313,474,790,316,161,110,2580
247,390,650,260,143,91,2548
-137,-30,166,196,107,64,3139
-188,-27,156,173,100,57,3909
230,349,612,263,119,86,1433
105,145,245,100,40,28,981
89,124,210,86,35,24,1003
106,144,243,99,38,27,766
117,111,199,76,32,21,580
161,270,465,195,109,64,956
232,265,486,191,109,63,865
191,225,412,162,96,53,1148
102,158,267,109,56,34,585
135,204,345,141,69,45,764
150,222,376,154,72,49,817
122,185,312,127,63,40,830
262,392,687,295,130,97,1714
357,387,672,291,119,96,1742
291,304,567,228,108,75,1691
140,228,456,228,88,63,1459
165,261,521,260,96,72,1559
157,251,501,250,94,70,1820
211,229,487,228,87,63,1436
220,239,509,239,91,66,1417
121,163,276,113,42,31,897
132,178,301,123,46,34,941
156,144,259,99,39,27,766
167,163,274,113,39,31,897
68,107,190,83,39,27,623
70,109,193,84,39,27,603
67,107,190,83,40,27,574
43,74,132,58,31,19,548
27,51,90,39,24,12,541
104,109,206,84,39,27,603
84,117,198,81,33,22,984
88,124,210,86,36,24,1003
184,178,298,123,42,34,947
125,118,212,81,34,22,588
79,79,142,54,26,15,601
59,114,189,75,55,24,549
49,102,170,68,53,22,559
59,114,189,75,55,24,659
47,101,168,67,54,22,677
61,96,159,64,48,21,593
59,90,160,60,50,19,656
276,428,712,284,152,99,2108
135,136,228,94,35,26,608
247,378,638,260,131,98,1558
204,331,576,245,127,93,1704
459,453,796,294,144,111,1727
-252,-75,175,239,95,74,4360
100,137,232,95,37,26,809
144,191,323,132,47,36,994
95,132,223,91,37,25,777
156,144,259,99,39,27,766
175,262,490,228,87,63,1459
318,415,675,260,97,72,1405
251,280,541,266,91,74,1355
39,105,190,85,66,32,494
31,93,169,76,62,28,613
68,90,176,75,44,23,956
52,77,151,65,42,20,1053
53,76,148,63,40,19,1075
2,49,88,39,47,14,250
-6,42,80,33,46,12,190
41,65,109,44,24,12,844
57,65,108,44,22,12,844
40,49,82,34,19,9,890
56,61,110,42,23,11,771
43,53,88,36,20,10,828
40,48,86,33,21,9,836
-8,61,104,43,69,39,256
-7,62,106,44,69,40,325
-1,82,140,59,77,53,338
3,88,150,63,80,57,332
-32,18,106,88,50,27,715
-33,25,141,116,58,35,1142
-18,40,142,93,52,28,840
-21,38,135,98,49,30,973
11,51,88,37,40,12,195
14,55,96,41,41,13,239
17,59,103,44,42,14,258
13,53,92,39,40,12,244
13,47,87,35,38,11,248
-3,42,76,34,45,12,211
18,35,58,23,17,6,843
19,38,63,25,19,7,851
10,25,41,16,15,4,851
5,34,62,28,29,8,965
6,35,63,28,29,8,958
8,34,69,28,30,8,965
9,35,67,28,29,8,961
11,38,69,32,28,9,996
12,38,74,31,30,9,1009
1,18,32,14,17,4,602
-2,13,23,10,15,3,598
-3,13,23,10,16,3,596
18,31,58,23,19,7,620
13,28,52,21,19,6,614
1,18,32,14,16,4,602
-3,13,25,10,15,3,598
13,29,49,20,16,5,808
27,35,62,23,17,6,800
31,43,43,0,12,0,559
32,43,43,0,11,0,344
202,312,546,234,110,77,1310
212,324,567,243,112,80,1260
241,362,634,272,121,89,1616
216,329,576,247,113,81,1744
315,312,611,234,116,77,1310
356,387,672,291,120,96,1742
291,304,567,228,108,75,1691
114,176,298,122,62,39,789
134,139,262,95,56,30,608
151,158,285,109,56,34,585
159,165,296,113,58,36,803
164,261,521,260,97,72,1715
155,249,498,249,94,69,1775
156,251,501,250,95,70,1820
209,229,487,228,88,63,1436
232,251,534,250,95,70,1820
216,360,654,294,144,111,1838
273,301,611,245,132,93,1419
251,294,569,240,125,91,1391
331,370,716,302,147,114,1783
257,300,581,245,127,93,1784
357,534,890,356,177,124,2476
407,454,749,302,148,105,2250
105,145,245,100,40,28,598
84,118,199,81,34,22,588
123,117,211,81,34,22,441
-195,-52,69,121,143,109,1673
-269,-52,68,121,133,109,1673
229,369,653,284,140,107,1565
199,191,320,132,44,36,994
94,130,219,89,36,24,777
153,152,254,104,38,29,821
179,277,543,266,98,74,1319
381,464,675,211,83,59,933
-156,-45,95,141,63,45,1514
295,454,756,302,159,105,2250
368,546,910,364,178,127,2617
511,548,904,364,166,127,2654
-117,-26,118,144,91,47,862
-121,-27,127,154,94,50,1288
-174,-24,139,154,93,50,3654
59,114,189,75,55,24,659
84,108,201,72,57,23,558
41,79,130,52,46,17,662
50,201,342,144,153,131,874
259,387,678,291,128,96,1742
159,139,262,95,39,26,821
205,307,567,260,102,80,1319
104,107,213,83,42,27,623
54,80,134,54,26,15,456
47,73,123,50,26,14,589
125,118,212,81,34,22,588
228,261,516,260,89,72,1559
37,88,159,72,57,27,606
47,91,167,76,44,23,965
38,80,148,68,42,21,998
35,77,142,65,42,20,1053
52,80,147,68,39,21,998
48,77,141,65,39,20,1042
3,49,94,39,47,14,250
43,68,115,47,25,13,821
33,55,92,37,22,10,876
44,52,86,35,19,9,894
45,68,114,46,23,12,777
45,70,118,48,25,13,766
28,47,79,32,19,8,833
50,58,96,39,20,10,799
-4,73,125,52,77,47,313
-12,40,133,93,52,28,840
-15,38,136,98,53,30,973
-44,11,115,104,55,32,1574
-17,49,167,120,57,37,1334
-9,36,65,29,45,11,215
-14,36,73,29,47,11,169
-4,42,80,33,45,12,162
-4,43,77,35,43,13,204
-18,30,58,24,42,9,212
-190,-67,86,154,66,49,1832
331,362,628,272,113,89,1616
133,178,301,123,45,34,947
115,157,265,108,42,30,971
192,288,532,244,96,75,1213
279,284,559,241,96,74,1321
140,228,456,228,88,63,1459
248,245,506,207,90,64,965
39,68,120,52,29,17,554
30,56,99,43,26,14,531
133,178,301,123,45,34,941
40,72,133,53,45,17,410
41,79,130,52,46,17,-456
82,110,194,72,55,23,-868
-3,42,76,34,45,12,197
-4,42,75,33,46,12,190
-1,45,81,36,46,13,212
0,46,82,36,46,13,236
1,48,86,38,47,14,248
2,51,91,40,49,15,244
-7,41,79,33,46,12,193
-6,42,80,33,46,12,190
-3,44,84,35,46,13,197
-1,45,80,36,43,13,212
0,46,81,36,43,13,236
-3,43,82,34,45,12,240
1,49,94,39,48,14,250
6,35,63,28,29,8,961
6,35,63,28,29,8,958
16,49,90,41,33,12,1007
7,39,72,33,32,10,1003
8,38,69,31,30,9,1009
6,34,69,28,32,8,965
6,33,65,28,29,8,964
11,38,69,32,28,9,996
12,41,74,34,30,10,1010
22,49,89,41,31,12,1007
10,39,77,33,32,10,1003
7,35,68,29,30,8,1003
-354,-245,17,245,126,93,1419
-342,-240,23,240,125,91,1937
-365,-260,26,260,131,98,3049
-380,-265,18,265,133,100,3742
-369,-271,37,271,135,102,4507
-378,-270,27,270,135,102,5230
-363,-255,21,255,129,96,7058
-340,-245,32,245,127,93,7653
-542,-260,28,260,131,98,3049
-524,-265,18,265,124,100,3742
-539,-255,22,255,129,96,7058
10,27,45,18,17,5,821
11,28,47,19,17,5,820
14,31,52,21,17,5,846
15,27,48,18,17,5,816
16,28,50,19,17,5,820
25,35,57,23,16,6,843
23,36,60,25,18,7,854
26,38,62,25,18,7,851
18,29,51,19,17,5,848
15,32,53,21,17,5,798
12,29,49,20,17,5,808
17,35,58,23,18,6,806
17,35,58,23,18,6,803
17,35,58,23,18,6,800
17,35,58,23,18,6,807
17,26,48,17,16,4,777
16,28,50,19,17,5,774
18,29,49,20,15,5,784
16,145,250,105,129,95,725
26,169,290,121,143,110,910
32,187,322,135,155,122,940
39,169,309,121,143,110,712
62,225,384,162,167,147,943
68,239,408,173,177,156,927
39,169,309,121,143,110,910
39,173,318,125,147,113,898
39,168,308,121,142,109,912
47,187,343,135,155,122,940
119,213,367,154,94,50,829
166,278,478,200,112,66,1095
129,225,387,162,96,53,1148
120,213,367,154,93,50,1132
138,239,412,173,101,57,1150
177,213,391,154,94,50,829
232,265,486,191,109,63,865
221,270,461,195,102,64,956
229,278,474,200,104,66,1095
287,329,562,238,113,78,1190
191,225,412,162,96,53,1148
205,239,439,173,101,57,1150
288,310,569,224,116,73,1191
86,139,234,95,53,30,608
94,150,254,104,56,33,596
102,158,267,109,56,34,585
115,178,301,123,63,39,611
150,222,376,154,72,49,817
114,176,298,122,62,39,789
107,165,278,113,58,36,803
167,185,309,127,60,40,671
207,222,373,154,67,49,833
171,176,318,122,61,39,801
212,324,567,243,112,80,1260
219,335,587,252,116,83,1316
231,349,612,263,118,86,1433
258,387,678,291,129,96,1742
262,392,687,295,130,97,1714
221,336,589,253,115,83,1686
224,341,598,257,117,84,1662
196,304,532,228,108,75,1691
215,329,576,247,114,81,1744
316,312,611,234,114,77,1310
300,311,581,234,109,77,1282
315,324,604,243,112,80,1260
325,335,626,252,116,83,1316
333,362,628,272,113,89,1616
356,387,672,291,120,96,1742
362,392,681,295,121,97,1714
142,229,457,228,87,63,1436
148,239,478,239,91,66,1417
165,261,521,260,96,72,1715
156,249,498,249,93,69,1775
128,212,423,211,84,59,1778
157,251,501,250,94,70,1820
232,266,527,266,91,74,1819
230,266,527,266,92,74,1797
190,212,451,211,84,59,1778
31,43,43,0,12,0,774
32,43,43,0,11,0,559
32,43,43,0,11,0,516
32,43,43,0,11,0,473
32,43,43,0,11,0,430
31,43,43,0,12,0,344
17,26,48,17,16,4,777
47,43,46,0,11,0,430
-113,-45,96,141,68,45,1514
259,405,675,270,146,94,2041
370,548,912,364,178,127,2654
271,420,699,279,149,97,2642
407,454,749,302,148,105,2250
-157,-36,202,238,121,78,2797
35,168,286,121,133,109,788
262,392,687,295,130,97,1714
197,304,532,228,107,75,1691
300,311,581,234,109,77,1282
162,247,456,209,85,64,969
67,107,190,83,40,27,623
27,52,92,40,25,13,536
84,80,150,54,27,15,456
119,112,201,77,32,21,449
123,117,211,81,34,22,460
135,136,228,94,35,26,608
165,261,521,260,96,72,1715
115,176,298,122,61,39,801
201,311,545,234,110,77,1282
321,329,614,247,113,81,1744
133,179,302,123,46,34,928
133,179,302,123,46,34,915
153,152,254,104,38,29,952
197,179,322,123,46,34,915
188,172,309,118,45,33,930
92,100,190,78,38,25,593
125,117,211,81,33,22,984
117,112,201,77,33,21,449
125,117,211,81,33,22,441
71,73,131,50,25,14,589
54,108,180,72,54,23,558
88,114,201,75,55,24,549
70,101,179,67,54,22,677
10,27,45,18,17,5,818
10,27,45,18,17,5,816
12,29,49,20,17,5,829
15,27,48,18,17,5,816
23,36,60,25,18,7,854
12,24,42,15,16,4,848
9,41,75,34,32,10,1010
10,37,67,31,28,9,976
12,31,54,23,19,7,623
12,31,54,23,19,7,620
11,30,52,22,19,7,608
12,31,54,23,19,7,605
17,31,54,23,18,7,605
-1,14,26,10,15,3,594
9,25,41,16,16,4,772
18,35,58,23,17,6,806
16,28,50,19,17,5,774
18,29,49,20,15,5,808
32,43,43,0,11,0,774
32,43,43,0,11,0,688
31,43,43,0,12,0,430
31,43,43,0,12,0,387
47,43,46,0,11,0,731
47,43,46,0,11,0,688
47,43,46,0,11,0,473
262,392,687,295,130,97,1714
220,336,589,253,116,83,1686
224,341,598,257,117,84,1662
196,304,532,228,108,75,1691
151,222,376,154,71,49,817
107,165,278,113,58,36,803
141,150,271,104,55,33,596
188,204,342,141,63,45,764
141,228,456,228,87,63,1459
165,261,521,260,96,72,1559
129,212,423,211,83,59,1778
220,239,509,239,91,66,1417
220,239,509,239,91,66,1464
223,370,672,302,147,114,1783
134,179,302,123,45,34,928
199,179,322,123,45,34,928
26,71,123,52,45,17,405
32,79,138,59,47,19,411
-74,-13,109,122,61,39,2378
-110,-13,116,122,61,39,2378
-142,-32,163,195,110,64,1952
-149,-32,192,224,117,73,4216
43,96,160,64,53,21,593
32,81,135,54,49,17,641
36,201,345,144,165,131,874
225,341,598,257,116,84,1662
164,252,465,213,88,66,942
283,307,562,260,95,80,1319
84,118,199,81,34,22,588
221,239,509,239,90,66,1755
19,74,133,59,55,22,377
21,77,140,63,56,23,397
15,70,126,56,55,21,385
22,80,145,65,58,24,403
18,65,126,53,53,20,306
24,70,135,57,54,21,313
26,74,132,59,51,22,377
17,132,227,95,115,86,554
